"entity_name","entity_id","pitch_hand","active_spin_fourseam","active_spin_sinker","active_spin_cutter","active_spin_changeup","active_spin_splitter","active_spin_curve","active_spin_slider","active_spin_sweeper","active_spin_slurve"
"López, Reynaldo",625643,"R","97.8",,,"93.9",,"68.9","34.5",,
"Harrison, Kyle",690986,"L","97.7","98.1",,"90.3",,,,,"47.6"
"Cole, Gerrit",543037,"R","97.7","94.2",,"99.5",,"84.3","28.3",,
"Bidois, Brandan",684049,"R","97.7",,,"90.8",,,"37.1",,
"Klein, Will",694361,"R","97.6",,,,,"84","23.8","46.8",
"Rodón, Carlos",607074,"L","97.6","83.5",,"76.3",,,"17.1",,
"Banda, Anthony",607455,"L","97.4","95.4",,"97.1",,,"29.3",,
"Sulser, Cole",642121,"R","97.3",,"49.4","79.2",,,,"36.3",
"Fuentes, Didier",800311,"R","97.2",,,,"98.7",,"35.3",,
"Baker, Bryan",641329,"R","97.2",,,"90.1",,,"41.5",,
"Fitzpatrick, Brian",702153,"L","97","94.9",,"91.4",,,"34.6","64",
"Leiter Jr., Mark",643410,"R","96.9","92.1","58.8",,"80.8","95.8",,,
"Seabold, Connor",657756,"R","96.9",,"32.5","83.5",,,"31.8",,
"Halvorsen, Seth",678020,"R","96.9",,,,"91.4",,"41.7",,
"Kremer, Dean",665152,"R","96.9","94.2","45.2",,"90.8","70.2",,,
"Lord, Brad",695418,"R","96.9","97.7",,"98.6",,,"19.4","35.6",
"Eovaldi, Nathan",543135,"R","96.8","95","61.7",,"86.6","83.2",,,
"Skenes, Paul",694973,"R","96.8","95.7",,"97.5","89","73.1","26.4","37.6",
"Walker, Taijuan",592836,"R","96.7","96.1","55",,"82.4","66.2","28.6",,
"Pérez, Martín",527048,"L","96.6","95","55.4","99.5",,"37.2",,,
"Franco, Jose",683742,"R","96.6",,,"97.4",,,"17.4",,
"Jump, Gage",695611,"L","96.6",,,"97.5",,"73.7","34","43.1",
"Davis, Tyler",699823,"R","96.6",,,,"96.6",,"38.2",,
"Imai, Tatsuya",837227,"R","96.5","96.2",,"73.6","97.4",,"19.9",,
"Alvarado, Elvis",665660,"R","96.5","96.6",,,,,"10.5",,
"Cabrera, Edward",665795,"R","96.3","93.3",,"95",,"61.4","24.3",,
"Sasaki, Roki",808963,"R","96.3",,,,"83.5",,"28.4",,
"Poulin, PJ",676571,"L","96.3","93.4",,"99.1",,,,"22.2",
"Hill, Tim",657612,"L","96.2","93.2",,,,,"36.5",,
"Nicolas, Kyle",693312,"R","96.2",,,,,"65.9","30.7",,
"Liberatore, Matthew",669461,"L","96.1","92.9","53.9","95.6",,"88.1","23.5",,
"Brogdon, Connor",641401,"R","96.1",,"54.5","95.5",,,,,
"Bradley, Taj",671737,"R","96.1",,"41.2",,"79.4","81.5",,,
"Roa, Christian",685005,"R","96.1","92.3",,"89.5",,,"31.8",,
"Leasure, Jordan",673929,"R","96.1","93.9",,,,,"35.4",,
"Wilcox, Cole",677961,"R","96","96.1",,"96.2",,,"19.1","53.2",
"Pérez, Eury",691587,"R","96","95.8",,"98.3",,"57.5","30.1","42",
"Baz, Shane",669358,"R","96","94.9","42.9","98.2",,"63.3",,,
"Sabrowski, Erik",681870,"L","95.9",,,,,"72.1","17.8",,
"McClanahan, Shane",663556,"L","95.8",,,"96.6",,"58.6","20.9",,
"Ryan, Joe",657746,"R","95.8","95",,,"84.6","78.8","24.1","64.6",
"Manaea, Sean",640455,"L","95.8","95.2","36.3","91.2",,,,"53.9",
"Alcantara, Sandy",645261,"R","95.8","95.4","34.6","89.6",,"36.9","23.7","28.8",
"Maxwell, Zach",687209,"R","95.7",,"52.8",,,,,"38.8",
"Pagán, Emilio",641941,"R","95.7",,"30.7",,"92.1",,,,
"Ray, Robbie",592662,"L","95.7","94.9",,"94.5",,"56.8","31.3",,
"Martin, Chris",455119,"R","95.6","86","59.1",,"82.4",,,"60.5",
"Woods Richardson, Simeon",680573,"R","95.6",,,,"90.5","84.1","53.4",,
"Akin, Keegan",669211,"L","95.5",,,"99",,,"32.5",,
"Foster, Cameron",671382,"R","95.5",,"47.6",,,,"37.2",,
"Lambert, Peter",663567,"R","95.5","90.1","68.7","97.2",,,"25.7",,"70"
"Williams, Gavin",668909,"R","95.5","98.5","56.9",,,"87.3",,"50.1",
"Thielbar, Caleb",573204,"L","95.4",,,,,"75.3","43.5","44.8",
"Shugart, Chase",663767,"R","95.4","93.7","42.2","93.1",,,,"59.3",
"Young, Brandon",687064,"R","95.4","94.2",,,"74.9","93.5","19.2",,
"Weaver, Luke",596133,"R","95.3",,"62.1","82.4",,,,,
"Megill, Trevor",656730,"R","95.3",,,,,"25",,,
"Cecconi, Slade",677944,"R","95.2","96.3","41.5","81.2",,"83","30.6","42.6",
"Henriquez, Edgardo",683618,"R","95.1","96.1","58.7",,,"78.3","28.7",,
"Cruz, Steven",674444,"R","95.1",,"57.8",,,,"43.9",,
"Chandler, Bubba",696149,"R","95","95.6",,"94.2",,"34.4","21.5","40.7",
"De Jesus, Enmanuel",646241,"L","95","93.1","21.6","87.5",,,"49.4",,
"Civale, Aaron",650644,"R","95","92.6","53.8",,"94.2","73.1","44.1",,
"Englert, Mason",669438,"R","94.8","90.9","22.1","67.7",,"83","19.5",,
"Tidwell, Blade",694918,"R","94.7","93.4",,,,,"38.4","52.8",
"Palencia, Daniel",694037,"R","94.7",,,,"83.3",,"26.2",,
"Gaddis, Hunter",683769,"R","94.6",,,"99.1",,,"48.3",,
"Nola, Aaron",605400,"R","94.6","92","43.1","99.4",,"85.5",,,
"Alexander, Jason",669920,"R","94.6","92.7","24","98.2",,,"39.5","62.6",
"Littell, Zack",641793,"R","94.5","95",,,"75.7",,"61.5","45.8",
"Pivetta, Nick",601713,"R","94.5",,"68.9",,,"81.4",,"45.1",
"Matthews, Zebby",805673,"R","94.5","95.1","48.4","97",,"75.5","21.7",,
"Kimbrel, Craig",518886,"R","94.5",,,,,"68.7",,"51.8",
"Gibson, Trey",694346,"R","94.4","88.3","49.8",,,"83.6","55.3",,
"Brown, Ben",676962,"R","94.3","94.3",,"74.6",,"33.3",,,
"Williams, Devin",642207,"R","94.3",,,"94",,,,,
"May, Dustin",669160,"R","94.3","90.6","53.9","93.4",,"80.3",,"64.4",
"Anderson, Jack",681252,"R","94.3",,,,"76.8","62.1","32.8","50.2",
"Legumina, Casey",668984,"R","94.2","94.9",,"87.4",,,"33.4","51.2",
"Mlodzinski, Carmen",669387,"R","94.2","92.2",,,"61.6","66","44.1","61.2",
"Headrick, Brent",687396,"L","94.2","90.3",,,"95.4",,"28.1",,
"Agnos, Zach",688642,"R","94.2","90.4","61.5",,"85.2",,"46.3","59",
"Matsui, Yuki",673513,"L","94.1",,,,"70.6",,"25.9","45.7",
"Schultz, Paxton",687606,"R","94.1",,"61.7","53.4",,,"39.2",,
"Hoffmann, Andrew",694851,"R","94.1",,,"97.7",,,"36.9",,
"Lopez, Jacob",682052,"L","94","94.1","45.3","95.8",,,"49.5",,
"Romano, Jordan",605447,"R","94",,,,,,"38.2",,
"Gonzalez, Domingo",682445,"R","94","91.8",,,,,"14.9",,
"Pearson, Nate",663878,"R","94",,,,,,"35.9",,
"Smith, Cade",671922,"R","93.9",,,,"86.5",,,"44.6",
"Lauer, Eric",641778,"L","93.9",,"47.8","95",,"65.1","33",,
"Yates, Kirby",489446,"R","93.8",,,,"94.1",,,,
"Rodríguez, Elmer",695684,"R","93.8","92.6",,"88.9",,"84.2","73.1",,
"Burrows, Mike",681347,"R","93.7","95",,"95.7",,"77.4","48",,
"Sterner, Justin",686993,"R","93.6",,"39.3",,,,,"48.2",
"Misiorowski, Jacob",694819,"R","93.6",,"52.2","99.4",,"71.3","40.2",,
"Scholtens, Jesse",669947,"R","93.6","84.3",,,"57.5",,"49.1","44.6",
"Dollander, Chase",801403,"R","93.6","89.7",,"94.3",,"76.3","38.1","42",
"Boyd, Matthew",571510,"L","93.6",,,"90.4",,"63.6","15",,
"Milner, Hoby",571948,"L","93.5","91.7",,"93.9",,,,"59.8",
"Aldegheri, Sam",691951,"L","93.5",,"37.2","91.2",,"85","48.9",,
"Lorenzen, Michael",547179,"R","93.5","91.3","49.7","96.6",,"56.9","14","27.4",
"Brazobán, Huascar",623211,"R","93.5","90.5",,"85.7",,,,,
"Helsley, Ryan",664854,"R","93.5",,,,"91.3",,"26.3",,
"Enns, Dietrich",608650,"L","93.4",,"19.5","93.4",,"78.4",,"48.7",
"Bowlan, Jonathan",680742,"R","93.3","92.5",,"66.4",,,"24.6","47.5",
"Johnson, Pierce",572955,"R","93.3",,,,,"37.4",,,
"Javier, Cristian",664299,"R","93.2","98.3",,"80.2",,,,"43.7",
"Wells, Tyler",669330,"R","93.2",,"66.2","95.6",,"66.9","40.5",,
"Leiter, Jack",683004,"R","93.2","93.9","62.9","73.2",,"70","23.5",,
"Sale, Chris",519242,"L","93.1","91.6",,"98.6",,,"65.4",,
"Tolle, Payton",801139,"L","93.1","90.9","38.9","93.1",,"50",,,
"Brown, Hunter",686613,"R","93.1","86.1",,"94.3",,"82.7","33.3",,
"Messick, Parker",800048,"L","93","91.6","64.5","76.4",,"56.2","41.2",,
"Lynch IV, Daniel",663738,"L","93","89.9",,"91",,"28.8","19.8",,
"Santana, Dennis",642701,"R","93","91.3","56.3","84.5",,,"19.8",,
"Shuster, Jared",694363,"L","93","92.9","50","81.5",,,"17",,
"Varland, Louis",686973,"R","92.9","91.1",,"75.8",,"61.4","33.6",,
"Waldichuk, Ken",686610,"L","92.9",,"36.2",,,"48.1",,"23.8",
"Severino, Luis",622663,"R","92.8","91.8","67.7","99.3",,,"48.9","62.6",
"Fermin, José",820862,"R","92.8","91.5",,"92.1",,,"16.6",,
"Yamamoto, Yoshinobu",808967,"R","92.7","85.1","45.7",,"80","92.9","34.6",,
"Miller, Erik",669062,"L","92.7","93.8",,"99",,,"13.3",,
"Burke, Brock",656271,"L","92.6","90.9",,"81.7",,,"38.4",,
"Weathers, Ryan",677960,"L","92.5","94.1",,"61.4",,,"22","39.8",
"De Los Santos, Enyel",660853,"R","92.4",,,"97.4",,,"31.3",,
"Luzardo, Jesús",666200,"L","92.2","92.6",,"87.4",,,,"34",
"Dion, Will",702021,"L","92.1","89.4","54.1","88.3",,"65.3",,,
"Perkins, Jack",678022,"R","92.1","85.2","40.8","94.4",,,"22.4","41.6",
"Santillan, Tony",663574,"R","92",,,,,,"35.2",,"44.5"
"Gilbert, Logan",669302,"R","92",,"57.8","87","54.4","73.5","31.6",,
"Bennett, Jake",687562,"L","91.9","88.9","19.4","87.7",,"50.7",,,
"Fisher, Braydon",680755,"R","91.9",,"65.1",,,"70.2","28.4",,
"Drohan, Shane",675660,"L","91.9","90.4","50.6","91.8",,"68.7","24.5",,
"Graceffo, Gordon",700669,"R","91.9","92.1",,"93.8",,"73.6","14.2",,
"Hanifee, Brenan",669724,"R","91.9","91.7",,"94.7",,,"18.2",,
"deGrom, Jacob",594798,"R","91.8","86.1",,"84.8",,"64","35.2",,
"Griffin, Foster",656492,"L","91.8","86.1","50.7","89.6","13.1","78.6",,"54.6",
"Bigge, Hunter",685801,"R","91.7",,,,"63.5",,"32.7",,
"Alexander, Tyler",641302,"L","91.7","92.8","53.1","83.4",,,,"53.5",
"Beeks, Jalen",656222,"L","91.7",,"28","90.1",,,,,
"Gusto, Ryan",687473,"R","91.6","83","50.4","95",,"81.5","32.1","48.3",
"Newcomb, Sean",656794,"L","91.5","83.6","45.9","88.5",,"87.3",,,"66.4"
"Canning, Griffin",656288,"R","91.5","91.1","35.5","89.6",,"50.1","27.9","35.5",
"Arrighetti, Spencer",681293,"R","91.5","95.5","53.1","90.7",,"78.4",,"56.7",
"Seymour, Ian",693855,"L","91.5","81.9","50.5","94.2",,,"30.1","33.4",
"Cease, Dylan",656302,"R","91.4","85.3",,"91.2",,"71.5","24.4","57.4",
"Suarez, Robert",663158,"R","91.3","95","74.5","94.4",,,,,
"Kirby, George",669923,"R","91.3","87.5","62.9","98.6",,"84.2",,"54.7",
"Gore, MacKenzie",669022,"L","91.3","94.8","52.9","95.9",,"70","21.2",,
"Patrick, Chad",694477,"R","91.3","85.2","34.2",,,,,,"40"
"Prielipp, Connor",687570,"L","91.2","91.4",,"82.6",,"64.7","20.3",,
"Ashcraft, Braxton",677952,"R","91.2","86.2",,,"89.5","60.8","35.9",,
"Peguero, Joel",666711,"R","91.2","84.5",,,,,"33.9",,
"Eisert, Brandon",685126,"L","91.2","88.6",,"83.7",,,"36.7",,
"Burns, Chase",695505,"R","91.1",,,"96.8",,,"19.5",,
"Kikuchi, Yusei",579328,"L","91.1",,"53",,"88.9","58.5","23.5",,
"Scott, Christian",681035,"R","91.1","87.2","41.1",,"94.5",,"44","54.5",
"Speier, Gabe",642100,"L","91.1","92.1",,,,,"31.8",,
"Bibee, Tanner",676440,"R","91","90.5","30.2","94.9",,"68.5",,"42.6",
"Woo, Bryan",693433,"R","91","85.7",,"86.2",,,"17.4","44.2",
"Junk, Janson",676083,"R","90.9","89",,"84.8",,"77.1","35.8","50.6",
"Morillo, Juan",666661,"R","90.9","87.3",,"98",,,"64.9",,
"Okert, Steven",595345,"L","90.9","89.7",,,,,"36.7",,
"Winn, Cole",668390,"R","90.8","85.5","48.9",,"87.4",,"26.4",,
"Houser, Adrian",605288,"R","90.8","87.7",,"82.9",,"88.3","32.4",,
"Buehler, Walker",621111,"R","90.8","90","53.5","92.2",,"89.2","44.5","52.5",
"Soto, Gregory",642397,"L","90.7","89.3",,,,,"22.7","30.9",
"Phillips, Connor",683175,"R","90.7",,,,,"58.3",,"52.6",
"Cameron, Noah",702070,"L","90.7","87.7","57.4","97.2",,"66.7","19.3",,
"Taillon, Jameson",592791,"R","90.7","89.3","54.2","85.7",,"74.4",,"56.2",
"Early, Connelly",813349,"L","90.7","91.3",,"81.4",,"68.5","33.3","41.9",
"Scherzer, Max",453286,"R","90.6",,,"98.4",,"65.3","28",,
"Ribalta, Orlando",687377,"R","90.6","92.1",,"90.9",,,"26",,
"Fried, Max",608331,"L","90.6","68.9","46.6","82.6",,"87",,"59.5",
"Zerpa, Angel",672582,"L","90.6","86.7",,"96.5",,,"33.7",,
"Abbott, Andrew",671096,"L","90.5",,,"85.9",,"55.4",,"42.5",
"Suárez, Albert",544150,"R","90.5",,"49.7","97",,"54.2",,,
"Vásquez, Randy",681190,"R","90.4","87.6","44.5","94.3",,"47.3","36.9","45.9",
"Granillo, Andre",701552,"R","90.4","85.8",,,,,"25.1",,
"Mikolas, Miles",571945,"R","90.3","85.1",,"84.1",,"80.1","33.5","39.4",
"Rojas, Kendry",696070,"L","90.2","86.2",,"64.8",,,"34.8",,
"Rodriguez, Bradgley",699134,"R","90.1","87.1","36.1","96.5",,,,,
"Hernández, Jonathan",642546,"R","90","89.2",,,,,"29.5",,
"Warren, Austin",681810,"R","90","91.7",,,,"59",,"47.7",
"McLean, Nolan",690997,"R","90","84.9","28.9","81.6",,"95.3",,"65.4",
"Lowder, Rhett",695076,"R","90","92.2",,"89.9",,,"20.9",,
"Martinez, Nick",607259,"R","90","86.3","58.2","82.7",,"73.2","22.1",,
"Jones, Jared",683003,"R","90",,,"89.7",,"60.9","23.5",,
"Abreu, Bryan",650556,"R","89.8",,"51.8",,,,"48.9",,
"Bachar, Lake",669199,"R","89.8","82.7",,,"95.2","40","16.8","29.8",
"Cruz, Fernando",518585,"R","89.8","91.2",,,"45",,"40.1",,
"Miller, Bryce",682243,"R","89.8","86.6","44.2",,"70.7","79.2","25.9","59.7",
"Fairbanks, Pete",664126,"R","89.7",,"28.1",,,,"66.3",,
"Henry, Cole",669371,"R","89.6","87.8","51.3",,,,,"49.9",
"Povich, Cade",700249,"L","89.6","91.6",,"88.2",,"91.2","40.9",,
"Gómez, Yoendrys",672782,"R","89.5","87.2","52.8","95.6",,,,"52.2",
"Castaño, Blas",680604,"R","89.4","87.6","41.3","87.4",,,,"41.2",
"Martin, Trevor",694680,"R","89.4","94.1","40.9",,"97.6",,,,
"Lange, Alex",656638,"R","89.4","87.2","39.5","91.5",,,"21.4",,
"Adam, Jason",592094,"R","89.3",,,"82.3",,,"12.5","49.2",
"Allard, Kolby",663465,"L","89.3","91.6","38.9","99.5",,"95.4",,,
"Hill, Jaden",677955,"R","89.3","92.3",,"99.6",,,"22.8",,
"Sproat, Brandon",687075,"R","89.3","80.3","53","96.7",,"80.6",,"42.9",
"Waldron, Matt",663362,"R","89.2","83.6","53.6",,,,,"47.5",
"Phillips, Tyler",663969,"R","89.2","91.6",,,"92.1","66.2",,"35.4",
"Brash, Matt",666374,"R","89.2","89.5",,"63.7",,,"47.5",,
"Painter, Andrew",691725,"R","89.1","86.9",,,"72.9","61.8","41.9","49.2",
"Webb, Jacob",657097,"R","89.1",,,"99.7",,"73.9","15.4","42.3",
"Murphy, Chris",669684,"L","89.1","75.5",,"93.7",,"91.2","42.6","55.7",
"Loáisiga, Jonathan",642528,"R","89.1","87.8",,"94",,"33.3",,,
"Skubal, Tarik",669373,"L","89.1","82.2",,"68.4",,"63","22.7",,
